,AFG,AGO,ALB,AND,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUB,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRD,GTM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MUS,MWI,MYS,NAM,NER,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TUV,TZA,UGA,UKR,URY,USA,UZB,VAT,VCT,VEN,VNM,VUT,WSM,XKX,YEM,ZAF,ZMB,ZWE
2021-12-30,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,2,0,0,0,2,0,2,0,0,0,0,0,2,2,5,0,2,2,0,0,0,2,0,2,0,2,2,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,2,2,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,2,2,0,0,0,2,2,0,0,2,0,2,0,2,0,2,0,2,0,0,0,2,2,0,0,0,2,0,0,0
2022-01-03,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,2,2,0,0,0,2,0,2,0,0,0,0,0,2,2,5,0,2,2,0,0,0,2,0,2,0,2,2,0,2,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,2,2,2,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,0,2,2,0,0,0,2,0,0,0,2,0,0,0,2,0,2,0,2,0,0,2,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,2,0,2,2,2,0,0,0,2,2,0,0,2,0,2,0,2,0,2,0,2,0,0,0,2,2,0,0,0,2,2,0,2
2022-01-07,0,2,0,2,2,2,0,0,2,0,0,2,2,0,0,0,0,2,2,0,2,2,2,0,2,0,0,2,0,2,2,0,0,2,2,0,2,0,2,2,0,0,2,2,5,0,2,2,0,0,0,2,0,2,2,2,2,2,2,0,2,2,2,2,2,0,0,0,2,2,0,0,0,0,2,2,2,0,0,2,0,0,2,2,2,2,2,0,0,2,0,0,0,0,0,2,2,2,0,2,0,2,0,2,2,2,0,0,2,0,0,0,2,0,0,2,2,0,2,0,2,2,0,2,0,2,0,2,0,0,2,2,0,0,0,0,0,2,0,0,0,2,2,2,2,0,2,2,0,2,2,0,2,0,0,0,2,0,2,0,0,2,0,0,2,2,2,2,2,2,0,2,0,2,2,0,0,2,0,2,0,2,2,0,2,2,0,0,0,2,2,0,0,0,2,2,2,2
2022-01-14,0,2,2,2,2,2,0,2,2,2,0,2,2,2,2,0,2,2,2,2,2,2,2,0,2,0,0,2,2,2,2,0,0,2,2,0,2,2,2,2,2,0,2,2,5,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,2,0,0,2,2,2,0,0,2,0,0,2,2,2,2,2,0,0,2,0,0,0,2,0,2,2,2,2,2,2,2,0,2,2,2,2,0,2,0,2,0,2,0,2,2,2,0,2,0,2,2,0,2,0,2,2,2,0,0,2,2,0,0,0,0,0,2,2,2,0,2,2,2,2,0,2,2,0,2,2,0,2,2,0,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,0,0,2,0,2,0,2,2,0,2,2,0,0,2,2,2,0,0,0,2,2,2,2
2022-01-21,0,2,2,2,2,2,0,2,2,2,0,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,0,2,2,0,2,2,2,2,2,0,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,2,0,0,2,2,2,0,2,2,0,0,2,2,2,2,2,2,2,2,0,0,0,2,0,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,2,2,2,0,2,2,2,2,0,2,0,2,2,2,0,0,2,2,2,0,0,0,0,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,0,0,2,2,2,0,2,2,0,2,2,2,0,2,2,2,0,0,2,2,2,2,2
2022-01-28,2,0,2,2,2,2,0,2,2,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,0,2,2,0,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,2,0,2,2,0,2,2,2,2,2,2,2,2,0,2,0,0,2,0,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,2,0,2,2,2,0,2,2,2,2,0,0,0,0,2,2,0,0,2,2,2,0,0,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,0,2,2,2,2,0,2,0,2,2,2,2,2,2,2,2,2,0,2,2,2,2,0,2,2,0,0,2,2,2,0,0,0,2,2,2,2,0,2,2,2,0,0,2,2,0,0,0
2022-02-04,2,0,2,2,2,2,2,2,2,2,2,0,2,0,0,2,2,2,2,2,2,2,2,2,2,0,2,0,0,2,2,2,0,0,0,0,0,2,0,0,2,2,2,2,5,0,2,2,2,2,2,2,0,2,2,0,2,2,2,0,0,2,2,0,0,0,0,0,2,2,2,2,0,0,2,2,2,0,2,2,0,2,2,2,2,2,2,2,2,0,2,0,0,2,0,2,2,2,0,2,2,2,0,0,2,2,2,2,2,2,2,2,2,0,2,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,0,2,0,0,0,2,0,2,0,0,2,2,2,2,0,2,2,0,0,0,2,2,0,0,2,2,2,0,0,0,2,2,2,2,0,2,2,2,0,0,2,2,0,0,0
2022-02-11,2,0,2,2,2,2,2,2,2,2,2,0,2,0,0,2,2,2,0,2,2,2,2,2,2,0,2,0,0,0,2,2,0,0,0,0,0,2,0,0,2,0,2,2,5,0,2,2,0,2,2,2,0,2,2,0,2,2,2,0,0,2,2,0,0,0,0,0,2,2,2,2,0,0,2,2,2,0,2,2,2,2,2,2,2,0,2,2,2,0,0,0,0,0,0,2,2,2,0,2,2,2,0,0,2,2,2,2,2,2,2,2,2,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,0,2,0,0,0,2,0,2,0,0,2,2,2,2,0,2,2,0,0,0,2,2,0,0,2,2,2,0,0,0,2,2,2,2,0,0,2,2,0,0,2,2,0,0,0
2022-02-18,0,0,2,0,0,2,2,2,2,2,2,0,2,0,0,2,2,2,0,2,2,2,2,2,2,0,2,0,0,0,2,2,0,0,0,0,0,2,0,0,2,0,2,2,5,0,2,2,0,0,2,2,0,0,2,0,2,0,2,0,0,0,2,0,0,0,0,0,2,2,2,2,0,0,2,2,2,0,0,0,2,2,2,2,2,0,2,2,0,0,0,0,0,0,0,2,0,2,0,2,2,2,0,0,2,2,2,0,2,2,2,2,2,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,2,2,2,2,2,2,2,2,2,2,0,2,2,0,0,0,0,2,0,0,0,2,0,2,0,0,2,2,2,2,0,2,2,0,0,0,2,2,0,0,2,0,2,0,0,0,2,2,0,0,0,0,2,2,0,0,2,2,0,0,0
2022-02-25,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,2,0,0,2,0,0,2,2,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,2,2,5,0,2,2,0,0,0,2,0,0,2,0,2,0,2,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0,2,0,2,2,0,0,2,2,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,2,0,2,0,2,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,2,2,0,2,2,2,2,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,2,2,0,0,2,0,2,0,0,0,0,2,0,0,0,0,2,2,0,0,0,2,0,0,0
2022-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
